cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/3/20,KY-6,2,District partisanship,-.7400212,"KY-6 is 10.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Josh Hicks,Andy Barr,Hicks,Barr,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,11,Total,-5.594241,"",DR,Josh Hicks,Andy Barr,Hicks,Barr,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,1,Incumbency,-2.289701,"Barr has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-6 has nationally representative demographics, so incumbency won't help Barr as much there.",DR,Josh Hicks,Andy Barr,Hicks,Barr,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,7,Challenger experience,0,Best has never held elected office.,DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,6,Incumbent's voting record in Congress,-.1720663,Rogers has voted with Republicans 77% of the time in roll-call votes in recent sessions of Congress.,DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,5,Fundraising,-19.36622,"As of Oct. 14, Rogers had raised $254,000 in individual contributions (100% of all such contributions to the major-party candidates); Best had raised $0 (0%).",DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,4,Generic ballot,3.451823,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,3,Incumbent's margin in last election,-15.58782,Rogers won by 57.9 percentage points in 2018.,DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,2,District partisanship,-17.21487,"KY-5 is 54.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,11,Total,-59.70296,"",DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,1,Incumbency,-10.81382,"Rogers has been elected to 20 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-5 has highly distinctive demographics, so incumbency will help Rogers a lot there.",DR,Matthew Ryan Best,Harold Rogers,Best,Rogers,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,7,Challenger experience,0,Owensby has never held elected office.,DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,6,Incumbent's voting record in Congress,.5435245,Massie has voted with Republicans 84% of the time in roll-call votes in recent sessions of Congress.,DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,5,Fundraising,-14.51067,"As of Oct. 14, Massie had raised $1,161,000 in individual contributions (89% of all such contributions to the major-party candidates); Owensby had raised $143,000 (11%).",DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,4,Generic ballot,2.802723,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,3,Incumbent's margin in last election,-5.998271,Massie won by 27.7 percentage points in 2018.,DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,2,District partisanship,-6.913399,"KY-4 is 29.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,11,Total,-31.76964,"",DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,1,Incumbency,-7.693553,"Massie has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-4 has nationally representative demographics, so incumbency won't help Massie as much there.",DR,Alexandra Owensby,Thomas Massie,Owensby,Massie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,8,Scandals,0,Neither candidate is involved in a scandal.,DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,7,Challenger experience,0,Palazzo has never held elected office.,DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,6,Incumbent's voting record in Congress,-2.147367,"Yarmuth has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,5,Fundraising,6.410027,"As of Oct. 14, Yarmuth had raised $169,000 in individual contributions (84% of all such contributions to the major-party candidates); Palazzo had raised $31,000 (16%).",DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,4,Generic ballot,3.843638,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,3,Incumbent's margin in last election,3.695225,Yarmuth won by 25.5 percentage points in 2018.,DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,2,District partisanship,5.759125,"KY-3 is 18.3 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,11,Total,28.13085,"",DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,1,Incumbency,10.57021,"Yarmuth has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-3 has nationally representative demographics, so incumbency won't help Yarmuth as much there.",DR,John A. Yarmuth,Rhonda Palazzo,Yarmuth,Palazzo,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,7,Challenger experience,0,Linderman has never held elected office.,DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,6,Incumbent's voting record in Congress,.1557981,Guthrie has voted with Republicans 80% of the time in roll-call votes in recent sessions of Congress.,DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,5,Fundraising,-12.66437,"As of Oct. 14, Guthrie had raised $214,000 in individual contributions (73% of all such contributions to the major-party candidates); Linderman had raised $79,000 (27%).",DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,4,Generic ballot,2.783354,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,3,Incumbent's margin in last election,-7.453757,Guthrie won by 35.6 percentage points in 2018.,DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,2,District partisanship,-7.498237,"KY-2 is 32.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,11,Total,-32.61582,"",DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,1,Incumbency,-7.938607,"Guthrie has been elected to 6 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-2 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Hank Linderman,S. Brett Guthrie,Linderman,Guthrie,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,8,Scandals,.7922965,"Comer was involved in a scandal. But it developed in 2015, before the current election cycle, so our model discounts its importance.",DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,7,Challenger experience,0,Rhodes has never held elected office.,DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,6,Incumbent's voting record in Congress,.1579736,Comer has voted with Republicans 80% of the time in roll-call votes in recent sessions of Congress.,DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,5,Fundraising,-17.75935,"As of Oct. 14, Comer had raised $260,000 in individual contributions (100% of all such contributions to the major-party candidates); Rhodes had raised $0 (0%).",DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,4,Generic ballot,3.165416,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,3,Incumbent's margin in last election,-8.818918,Comer won by 37.2 percentage points in 2018.,DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,2,District partisanship,-10.82284,"KY-1 is 39.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,11,Total,-42.75124,"",DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,1,Incumbency,-9.465812,"Comer has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KY-1 has highly distinctive demographics, so incumbency will help Comer a lot there.",DR,James Rhodes,James Comer,Rhodes,Comer,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,7,Challenger experience,0,Lombard has never held elected office.,DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,6,Incumbent's voting record in Congress,.1597597,Estes has voted with Republicans 80% of the time in roll-call votes in recent sessions of Congress.,DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,5,Fundraising,-11.85133,"As of Oct. 14, Estes had raised $772,000 in individual contributions (77% of all such contributions to the major-party candidates); Lombard had raised $233,000 (23%).",DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,4,Generic ballot,2.524267,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,3,Incumbent's margin in last election,-4.010324,Estes won by 18.9 percentage points in 2018.,DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,2,District partisanship,-5.708777,"KS-4 is 27.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kansas has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,11,Total,-25.78162,"",DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,1,Incumbency,-6.895217,"Estes has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KS-4 has nationally representative demographics, so incumbency won't help Estes as much there.",DR,Laura Lombard,Ron Estes,Lombard,Estes,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,7,Challenger experience,0,Adkins has never held elected office.,DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,6,Incumbent's voting record in Congress,-1.532188,"Davids has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,5,Fundraising,2.685206,"As of Oct. 14, Davids had raised $3,852,000 in individual contributions (69% of all such contributions to the major-party candidates); Adkins had raised $1,767,000 (31%).",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,4,Generic ballot,2.58493,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,3,Incumbent's margin in last election,.905085,"Davids won by 9.7 percentage points in 2018, defeating an incumbent.",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,2,District partisanship,-.6032226,"KS-3 is 2.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Romney in 2012. Kansas has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,11,Total,11.12434,"",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,1,Incumbency,7.084526,"Davids has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. KS-3 has nationally representative demographics, so incumbency won't help Davids as much there.",DR,Sharice Davids,Amanda L. Adkins,Davids,Adkins,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,7,Candidate experience,0,Both De La Isla and LaTurner have previously held elected office.,DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,5,Fundraising,2.398814,"As of Oct. 14, De La Isla had raised $1,280,000 in individual contributions (63% of all such contributions to the major-party candidates); LaTurner had raised $740,000 (37%).",DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,4,Generic ballot,5.911146,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,2,District partisanship,-14.54298,"KS-2 is 17.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kansas has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,11,Total,-6.233024,"",DR,Michelle De La Isla,Jake LaTurner,De La Isla,LaTurner,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,7,Candidate experience,-.2301159,Mann has held elected office before but Barnett hasn't.,DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,5,Fundraising,-2.507123,"As of Oct. 14, Mann had raised $892,000 in individual contributions (64% of all such contributions to the major-party candidates); Barnett had raised $504,000 (36%).",DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,4,Generic ballot,5.942323,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,2,District partisanship,-40.58605,"KS-1 is 44.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kansas has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,11,Total,-37.38097,"",DR,Kali Barnett,Tracey Mann,Barnett,Mann,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,7,Challenger experience,0,Ruff has never held elected office.,DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,6,Incumbent's voting record in Congress,-.3956,Hollingsworth has voted with Republicans 73% of the time in roll-call votes in recent sessions of Congress.,DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,5,Fundraising,-7.991243,"As of Oct. 14, Hollingsworth had raised $145,000 in individual contributions (55% of all such contributions to the major-party candidates); Ruff had raised $120,000 (45%).",DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,4,Generic ballot,2.090115,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,3,Incumbent's margin in last election,-2.580027,Hollingsworth won by 13.0 percentage points in 2018.,DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,2,District partisanship,-4.303167,"IN-9 is 24.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,11,Total,-19.00456,"",DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,1,Incumbency,-5.824641,"Hollingsworth has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-9 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Andy Ruff,Trey Hollingsworth,Ruff,Hollingsworth,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,8,Scandals,0,Neither candidate is involved in a scandal.,DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,7,Challenger experience,0,Marsili has never held elected office.,DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,6,Incumbent's voting record in Congress,-.0521917,Bucshon has voted with Republicans 78% of the time in roll-call votes in recent sessions of Congress.,DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,5,Fundraising,-13.28769,"As of Oct. 14, Bucshon had raised $246,000 in individual contributions (81% of all such contributions to the major-party candidates); Marsili had raised $58,000 (19%).",DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,4,Generic ballot,2.735594,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,3,Incumbent's margin in last election,-6.069033,Bucshon won by 28.9 percentage points in 2018.,DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,2,District partisanship,-6.91041,"IN-8 is 30.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,11,Total,-31.33684,"",DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,1,Incumbency,-7.753106,"Bucshon has been elected to 5 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-8 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,E. Thomasina Marsili,Larry Bucshon,Marsili,Bucshon,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,7,Challenger experience,0,Smith has never held elected office.,DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,6,Incumbent's voting record in Congress,-2.321928,"Carson has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,5,Fundraising,7.750011,"As of Oct. 14, Carson had raised $492,000 in individual contributions (91% of all such contributions to the major-party candidates); Smith had raised $48,000 (9%).",DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,4,Generic ballot,4.013,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,3,Incumbent's margin in last election,4.849646,Carson won by 29.7 percentage points in 2018.,DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,2,District partisanship,7.618198,"IN-7 is 23.0 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,11,Total,33.27889,"",DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,1,Incumbency,11.36996,"Carson has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-7 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,André Carson,Susan Marie Smith,Carson,Smith,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,7,Challenger experience,0,Lake has never held elected office.,DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,6,Incumbent's voting record in Congress,-.4982966,Pence has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,5,Fundraising,-16.44215,"As of Oct. 14, Pence had raised $2,156,000 in individual contributions (96% of all such contributions to the major-party candidates); Lake had raised $88,000 (4%).",DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,4,Generic ballot,3.01393,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,3,Incumbent's margin in last election,-7.748617,Pence won by 31.0 percentage points in 2018 in an open-seat race.,DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,2,District partisanship,-9.224432,"IN-6 is 36.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,11,Total,-39.58058,"",DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,1,Incumbency,-8.68102,"Pence has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-6 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jeannine Lee Lake,Greg Pence,Lake,Pence,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,7,Candidate experience,0,Both Hale and Spartz have previously held elected office.,DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
