cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,11/3/20,MI-11,Haley Stevens,Eric S. Esshaki,2,CANTOR (analysis of comparable disticts),15.76154,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MI-11,Haley Stevens,Eric S. Esshaki,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MI-10,Kimberly Bizon,Lisa McClain,4,Expert ratings adjusted for national environment,-25.34544,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MI-10,Kimberly Bizon,Lisa McClain,3,Fundamentals (non-polling factors),-22.24973,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MI-10,Kimberly Bizon,Lisa McClain,2,CANTOR (analysis of comparable disticts),-17.56645,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MI-10,Kimberly Bizon,Lisa McClain,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-2,Jared Golden,Dale Crafts,4,Expert ratings adjusted for national environment,13.94915,0,0,1.891418,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-2,Jared Golden,Dale Crafts,3,Fundamentals (non-polling factors),10.06854,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-2,Jared Golden,Dale Crafts,2,CANTOR (analysis of comparable disticts),4.434118,0,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-2,Jared Golden,Dale Crafts,1,Polls adjusted for house effects & other factors,16.38239,2.353213,2.353213,2.353213,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-1,Chellie Pingree,Jay T. Allen,4,Expert ratings adjusted for national environment,24.15272,0,0,1.46384,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-1,Chellie Pingree,Jay T. Allen,3,Fundamentals (non-polling factors),24.78961,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-1,Chellie Pingree,Jay T. Allen,2,CANTOR (analysis of comparable disticts),21.53887,.5040698,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,ME-1,Chellie Pingree,Jay T. Allen,1,Polls adjusted for house effects & other factors,26.09392,1.49593,1.49593,1.49593,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-8,Jamie Raskin,Gregory Thomas Coll,4,Expert ratings adjusted for national environment,39.79098,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-8,Jamie Raskin,Gregory Thomas Coll,3,Fundamentals (non-polling factors),40.14814,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-8,Jamie Raskin,Gregory Thomas Coll,2,CANTOR (analysis of comparable disticts),53.81502,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-8,Jamie Raskin,Gregory Thomas Coll,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-7,Kweisi Mfume,Kimberly Klacik,4,Expert ratings adjusted for national environment,40.45041,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-7,Kweisi Mfume,Kimberly Klacik,3,Fundamentals (non-polling factors),38.18808,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-7,Kweisi Mfume,Kimberly Klacik,2,CANTOR (analysis of comparable disticts),76.24998,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-7,Kweisi Mfume,Kimberly Klacik,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-6,David Trone,Neil C. Parrott,4,Expert ratings adjusted for national environment,20.44886,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-6,David Trone,Neil C. Parrott,3,Fundamentals (non-polling factors),15.89149,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-6,David Trone,Neil C. Parrott,2,CANTOR (analysis of comparable disticts),33.5502,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-6,David Trone,Neil C. Parrott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-5,Steny H. Hoyer,Chris Palombi,4,Expert ratings adjusted for national environment,41.40959,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-5,Steny H. Hoyer,Chris Palombi,3,Fundamentals (non-polling factors),41.90488,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-5,Steny H. Hoyer,Chris Palombi,2,CANTOR (analysis of comparable disticts),54.31299,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-5,Steny H. Hoyer,Chris Palombi,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-4,Anthony Brown,George E. McDermott,4,Expert ratings adjusted for national environment,59.34533,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-4,Anthony Brown,George E. McDermott,3,Fundamentals (non-polling factors),59.10509,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-4,Anthony Brown,George E. McDermott,2,CANTOR (analysis of comparable disticts),78.40699,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-4,Anthony Brown,George E. McDermott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-3,John P. Sarbanes,Charles Anthony,4,Expert ratings adjusted for national environment,38.71275,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-3,John P. Sarbanes,Charles Anthony,3,Fundamentals (non-polling factors),39.37731,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-3,John P. Sarbanes,Charles Anthony,2,CANTOR (analysis of comparable disticts),50.15699,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-3,John P. Sarbanes,Charles Anthony,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,4,Expert ratings adjusted for national environment,30.75893,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,3,Fundamentals (non-polling factors),30.79913,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,2,CANTOR (analysis of comparable disticts),46.56929,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-1,Mia Mason,Andy Harris,4,Expert ratings adjusted for national environment,-34.15742,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-1,Mia Mason,Andy Harris,3,Fundamentals (non-polling factors),-32.1441,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-1,Mia Mason,Andy Harris,2,CANTOR (analysis of comparable disticts),-32.82386,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MD-1,Mia Mason,Andy Harris,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-9,William Keating,Helen Brady,4,Expert ratings adjusted for national environment,23.6339,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-9,William Keating,Helen Brady,3,Fundamentals (non-polling factors),24.01848,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-9,William Keating,Helen Brady,2,CANTOR (analysis of comparable disticts),29.7243,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-9,William Keating,Helen Brady,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-8,Stephen F. Lynch,(unopposed),4,Expert ratings adjusted for national environment,16.28551,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-8,Stephen F. Lynch,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-8,Stephen F. Lynch,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-8,Stephen F. Lynch,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-7,Ayanna Pressley,(unopposed),4,Expert ratings adjusted for national environment,16.28551,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-7,Ayanna Pressley,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-7,Ayanna Pressley,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-7,Ayanna Pressley,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-6,Seth Moulton,John Paul Moran,4,Expert ratings adjusted for national environment,26.41219,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-6,Seth Moulton,John Paul Moran,3,Fundamentals (non-polling factors),26.98219,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-6,Seth Moulton,John Paul Moran,2,CANTOR (analysis of comparable disticts),35.50554,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-6,Seth Moulton,John Paul Moran,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-5,Katherine Clark,Caroline Colarusso,4,Expert ratings adjusted for national environment,44.65012,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-5,Katherine Clark,Caroline Colarusso,3,Fundamentals (non-polling factors),44.49995,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-5,Katherine Clark,Caroline Colarusso,2,CANTOR (analysis of comparable disticts),62.94434,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-5,Katherine Clark,Caroline Colarusso,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-4,Jake Auchincloss,Julie A. Hall,4,Expert ratings adjusted for national environment,30.07115,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-4,Jake Auchincloss,Julie A. Hall,3,Fundamentals (non-polling factors),30.89254,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-4,Jake Auchincloss,Julie A. Hall,2,CANTOR (analysis of comparable disticts),39.19315,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-4,Jake Auchincloss,Julie A. Hall,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-3,Lori Trahan,(unopposed),4,Expert ratings adjusted for national environment,16.28551,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-3,Lori Trahan,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-3,Lori Trahan,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-3,Lori Trahan,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-2,James McGovern,Tracy Lyn Lovvorn,4,Expert ratings adjusted for national environment,31.26771,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-2,James McGovern,Tracy Lyn Lovvorn,3,Fundamentals (non-polling factors),32.20649,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-2,James McGovern,Tracy Lyn Lovvorn,2,CANTOR (analysis of comparable disticts),39.73568,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-2,James McGovern,Tracy Lyn Lovvorn,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-1,Richard E. Neal,Frederick Mayock,4,Expert ratings adjusted for national environment,66.64467,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-1,Richard E. Neal,Frederick Mayock,3,Fundamentals (non-polling factors),66.64467,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-1,Richard E. Neal,Frederick Mayock,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,MA-1,Richard E. Neal,Frederick Mayock,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-6,Dartanyon Williams,Garret Graves,4,Expert ratings adjusted for national environment,-44.51055,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-6,Dartanyon Williams,Garret Graves,3,Fundamentals (non-polling factors),-43.34459,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-6,Dartanyon Williams,Garret Graves,2,CANTOR (analysis of comparable disticts),-37.0757,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-6,Dartanyon Williams,Garret Graves,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-5,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-28.28696,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-5,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-26.62669,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-5,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-19.38941,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-5,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-4,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-27.36102,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-4,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-25.07002,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-4,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-21.70565,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-4,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-3,All Democrats,Clay Higgins,4,Expert ratings adjusted for national environment,-38.48887,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-3,All Democrats,Clay Higgins,3,Fundamentals (non-polling factors),-36.19012,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-3,All Democrats,Clay Higgins,2,CANTOR (analysis of comparable disticts),-40.22539,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-3,All Democrats,Clay Higgins,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-2,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,58.89901,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-2,All Democrats,All Republicans,3,Fundamentals (non-polling factors),58.67665,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-2,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),77.81201,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-2,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-1,Lee Ann Dugas,Steve Scalise,4,Expert ratings adjusted for national environment,-51.67672,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-1,Lee Ann Dugas,Steve Scalise,3,Fundamentals (non-polling factors),-50.06826,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-1,Lee Ann Dugas,Steve Scalise,2,CANTOR (analysis of comparable disticts),-47.96622,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,LA-1,Lee Ann Dugas,Steve Scalise,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,Josh Hicks,Andy Barr,4,Expert ratings adjusted for national environment,-17.38444,0,0,1.047833,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,Josh Hicks,Andy Barr,3,Fundamentals (non-polling factors),-5.594242,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,Josh Hicks,Andy Barr,2,CANTOR (analysis of comparable disticts),-5.017465,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-6,Josh Hicks,Andy Barr,1,Polls adjusted for house effects & other factors,1.432724,.6618456,.6618456,.6618456,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,Matthew Ryan Best,Harold Rogers,4,Expert ratings adjusted for national environment,-61.5375,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,Matthew Ryan Best,Harold Rogers,3,Fundamentals (non-polling factors),-59.70297,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,Matthew Ryan Best,Harold Rogers,2,CANTOR (analysis of comparable disticts),-59.71244,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-5,Matthew Ryan Best,Harold Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,Alexandra Owensby,Thomas Massie,4,Expert ratings adjusted for national environment,-33.81521,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,Alexandra Owensby,Thomas Massie,3,Fundamentals (non-polling factors),-31.76965,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,Alexandra Owensby,Thomas Massie,2,CANTOR (analysis of comparable disticts),-32.64837,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-4,Alexandra Owensby,Thomas Massie,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,John A. Yarmuth,Rhonda Palazzo,4,Expert ratings adjusted for national environment,27.91552,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,John A. Yarmuth,Rhonda Palazzo,3,Fundamentals (non-polling factors),28.13085,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,John A. Yarmuth,Rhonda Palazzo,2,CANTOR (analysis of comparable disticts),41.11429,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-3,John A. Yarmuth,Rhonda Palazzo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,Hank Linderman,S. Brett Guthrie,4,Expert ratings adjusted for national environment,-34.7536,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,Hank Linderman,S. Brett Guthrie,3,Fundamentals (non-polling factors),-32.61583,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,Hank Linderman,S. Brett Guthrie,2,CANTOR (analysis of comparable disticts),-34.60805,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-2,Hank Linderman,S. Brett Guthrie,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,James Rhodes,James Comer,4,Expert ratings adjusted for national environment,-44.66101,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,James Rhodes,James Comer,3,Fundamentals (non-polling factors),-42.75124,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,James Rhodes,James Comer,2,CANTOR (analysis of comparable disticts),-43.40809,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KY-1,James Rhodes,James Comer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,Laura Lombard,Ron Estes,4,Expert ratings adjusted for national environment,-24.68826,0,0,1.217435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,Laura Lombard,Ron Estes,3,Fundamentals (non-polling factors),-25.78162,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,Laura Lombard,Ron Estes,2,CANTOR (analysis of comparable disticts),-18.80355,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-4,Laura Lombard,Ron Estes,1,Polls adjusted for house effects & other factors,-13.68987,1.001893,1.001893,1.001893,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,Sharice Davids,Amanda L. Adkins,4,Expert ratings adjusted for national environment,21.05473,0,0,1.182894,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,Sharice Davids,Amanda L. Adkins,3,Fundamentals (non-polling factors),11.12434,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,Sharice Davids,Amanda L. Adkins,2,CANTOR (analysis of comparable disticts),8.331068,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-3,Sharice Davids,Amanda L. Adkins,1,Polls adjusted for house effects & other factors,20.27635,.93264,.93264,.93264,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,Michelle De La Isla,Jake LaTurner,4,Expert ratings adjusted for national environment,-17.89197,0,0,1.351622,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,Michelle De La Isla,Jake LaTurner,3,Fundamentals (non-polling factors),-6.233024,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,Michelle De La Isla,Jake LaTurner,2,CANTOR (analysis of comparable disticts),-5.237489,.7290647,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-2,Michelle De La Isla,Jake LaTurner,1,Polls adjusted for house effects & other factors,-6.184677,1.270935,1.270935,1.270935,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,Kali Barnett,Tracey Mann,4,Expert ratings adjusted for national environment,-35.95071,0,0,1.196701,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,Kali Barnett,Tracey Mann,3,Fundamentals (non-polling factors),-37.38096,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,Kali Barnett,Tracey Mann,2,CANTOR (analysis of comparable disticts),-27.16587,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,KS-1,Kali Barnett,Tracey Mann,1,Polls adjusted for house effects & other factors,-30.70997,.9603232,.9603232,.9603232,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,Andy Ruff,Trey Hollingsworth,4,Expert ratings adjusted for national environment,-24.48904,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,Andy Ruff,Trey Hollingsworth,3,Fundamentals (non-polling factors),-19.00456,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,Andy Ruff,Trey Hollingsworth,2,CANTOR (analysis of comparable disticts),-26.67767,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-9,Andy Ruff,Trey Hollingsworth,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,E. Thomasina Marsili,Larry Bucshon,4,Expert ratings adjusted for national environment,-33.50194,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,E. Thomasina Marsili,Larry Bucshon,3,Fundamentals (non-polling factors),-31.33684,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,E. Thomasina Marsili,Larry Bucshon,2,CANTOR (analysis of comparable disticts),-33.22627,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-8,E. Thomasina Marsili,Larry Bucshon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,André Carson,Susan Marie Smith,4,Expert ratings adjusted for national environment,32.99124,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,André Carson,Susan Marie Smith,3,Fundamentals (non-polling factors),33.27889,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,André Carson,Susan Marie Smith,2,CANTOR (analysis of comparable disticts),47.17484,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-7,André Carson,Susan Marie Smith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,Jeannine Lee Lake,Greg Pence,4,Expert ratings adjusted for national environment,-41.4758,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,Jeannine Lee Lake,Greg Pence,3,Fundamentals (non-polling factors),-39.58058,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,Jeannine Lee Lake,Greg Pence,2,CANTOR (analysis of comparable disticts),-40.02628,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-6,Jeannine Lee Lake,Greg Pence,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,Christina Hale,Victoria Spartz,4,Expert ratings adjusted for national environment,1.86469,0,0,1.514761,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,Christina Hale,Victoria Spartz,3,Fundamentals (non-polling factors),-2.6447,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,Christina Hale,Victoria Spartz,2,CANTOR (analysis of comparable disticts),-3.227267,.4019736,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,Christina Hale,Victoria Spartz,1,Polls adjusted for house effects & other factors,.7968788,1.598026,1.598026,1.598026,40000,00:19:54  3 Nov 2020
